Year Mo Dy     tave     tmax     mxtm     tmin     mntm       vp    rhmax   rhmxtm    rhmin   rhmntm       sr     wrun       pp    st5mx  st5mxtm    st5mn  st5mntm   st15mx st15mxtm   st15mn st15mntm    volts     year     gust   gusttm   gusdir etr_asce
2019  4 30    0.962    2.902    17:00   -0.978    01:10    0.601    0.992    02:00    0.845    17:10    4.400   50.237   19.304      ***      ***      ***      ***    9.260    00:00    6.346    23:00      *** 2019.000    4.880    13:00      ***    0.596
2019  5  1    5.752   10.842    12:40    0.661    02:40    0.667    1.000    01:00    0.453    12:40   10.015   73.328    3.302      ***      ***      ***      ***    9.590    19:00    5.739    08:00      *** 2019.000    6.096    15:20      ***    1.899
2019  5  2    7.898   15.486    17:50    0.311    05:20    0.629    0.920    05:30    0.263    18:00   16.177   43.868    0.000      ***      ***      ***      ***   12.370    19:00    7.060    09:00      *** 2019.000    5.841    10:10      ***    2.671
2019  5  3   10.629   19.656    15:50    1.602    04:10    0.632    0.806    04:30    0.183    15:20   18.929   65.112    0.000      ***      ***      ***      ***   14.320    19:00    8.650    08:00      *** 2019.000    7.389    12:20      ***    3.568
2019  5  4   13.433   22.976    16:30    3.890    05:30    0.628    0.715    03:10    0.102    16:20   17.886   65.492    0.000      ***      ***      ***      ***   15.590    19:00   10.280    08:00      *** 2019.000    7.330    12:10      ***    3.867
2019  5  5   15.598   23.380    16:10    7.817    05:10    0.662    0.593    03:40    0.156    16:50   15.223   70.670    0.000      ***      ***      ***      ***   16.450    19:00   11.830    08:00      *** 2019.000    9.584    18:00      ***    3.764
2019  5  6   13.808   19.398    17:00    8.218    23:50    1.028    0.975    23:50    0.328    17:00    8.321   99.470   11.938      ***      ***      ***      ***   15.670    19:00   13.750    09:00      *** 2019.000   11.309    18:40      ***    2.599
2019  5  7    8.052   10.133    21:00    5.970    05:40    1.010    1.000    01:20    0.875    14:50    3.913   84.786    2.286      ***      ***      ***      ***   14.310    00:00   12.130    12:00      *** 2019.000    7.036    17:20      ***    0.676
2019  5  8    5.587    9.001    13:20    2.172    23:20    0.699    1.000    00:30    0.540    13:20    7.058  123.305    1.524      ***      ***      ***      ***   12.310    00:00   10.820    23:00      *** 2019.000   11.564    13:00      ***    1.558
2019  5  9    2.934    5.222    12:20    0.645    05:00    0.672    0.998    05:10    0.783    12:30    5.474   49.048   14.478      ***      ***      ***      ***   10.580    00:00    8.390    09:00      *** 2019.000    6.546    13:40      ***    0.823
2019  5 10    7.615   12.431    16:10    2.798    00:00    0.772    0.982    00:00    0.496    16:10   12.305   51.619    0.000      ***      ***      ***      ***   11.670    20:00    7.620    08:00      *** 2019.000    5.174    11:50      ***    2.119
2019  5 11    9.104   18.168    11:10    0.040    05:00    0.699    0.963    04:00    0.247    11:10   15.344   69.784    1.270      ***      ***      ***      ***   12.870    19:00    8.340    08:00      *** 2019.000    9.820    12:40      ***    3.074
2019  5 12   13.366   24.780    15:00    1.952    04:30    0.873    0.981    04:40    0.158    15:10   19.960   65.726    0.254      ***      ***      ***      ***   15.270    19:00    9.310    08:00      *** 2019.000   10.996    11:00      ***    4.135
2019  5 13   16.434   26.391    11:10    6.477    05:00    0.909    0.823    05:00    0.150    13:20   15.925   63.045    0.000      ***      ***      ***      ***   16.540    18:00   11.910    08:00      *** 2019.000   10.702    19:00      ***    3.876
2019  5 14   17.219   27.231    10:40    7.207    04:50    0.969    0.838    02:50    0.149    11:20   13.034   49.297    1.270      ***      ***      ***      ***   16.590    19:00   12.940    08:00      *** 2019.000    7.899    13:20      ***    3.352
2019  5 15   17.453   27.455    13:00    7.451    05:00    1.049    0.886    04:30    0.166    15:10   15.193   43.192    0.000      ***      ***      ***      ***   17.710    19:00   13.150    08:00      *** 2019.000    5.841    14:50      ***    3.479
2019  5 16   18.840   26.758    15:20   10.922    04:40    1.009    0.759    04:40    0.169    15:10    9.933   37.909    0.000      ***      ***      ***      ***   17.550    18:00   14.740    09:00      *** 2019.000    7.330    16:30      ***    2.776
2019  5 17   13.831   19.972    11:10    7.690    23:50    1.132    0.867    23:50    0.565    17:30    5.703   66.720    2.794      ***      ***      ***      ***   16.570    00:00   14.190    23:00      *** 2019.000    9.780    13:40      ***    1.599
2019  5 18   10.457   17.113    12:20    3.800    03:20    0.755    0.959    03:30    0.235    12:20   10.979   65.148    0.000      ***      ***      ***      ***   14.360    19:00   11.910    08:00      *** 2019.000    9.976    17:50      ***    2.595
2019  5 19    6.479   10.103    15:40    2.856    05:10    0.743    0.962    23:40    0.576    14:00    6.107   61.788    8.128      ***      ***      ***      ***   13.350    00:00   11.450    11:00      *** 2019.000    5.625    21:10      ***    1.233
2019  5 20    2.686    4.815    13:40    0.557    23:50    0.688    0.995    23:50    0.861    13:30    3.764   67.191    7.620      ***      ***      ***      ***   11.970    00:00    9.680    23:00      *** 2019.000    5.272    07:20      ***    0.548
2019  5 21    3.922    7.371    16:00    0.473    01:50    0.640    1.000    01:50    0.582    15:10    9.415   70.569   15.494      ***      ***      ***      ***    9.470    19:00    7.410    11:00      *** 2019.000   10.055    18:10      ***    1.605
2019  5 22    6.614   11.768    12:50    1.459    05:00    0.627    0.889    04:50    0.396    12:40    9.760   50.325    0.000      ***      ***      ***      ***   10.570    20:00    7.880    08:00      *** 2019.000    5.841    14:00      ***    1.934
2019  5 23    5.209    6.536    14:20    3.881    23:50    0.756    0.971    22:50    0.738    14:40    2.845   82.145    1.270      ***      ***      ***      ***   10.160    00:00    9.090    23:00      *** 2019.000    6.840    11:30      ***    0.587
2019  5 24   12.437   21.747    15:50    3.126    05:00    0.824    0.984    01:40    0.158    15:40   21.084   62.564    0.000      ***      ***      ***      ***   14.000    19:00    8.010    08:00      *** 2019.000   11.015    16:20      ***    4.022
2019  5 25   13.189   22.519    16:50    3.859    04:50    0.823    0.829    05:00    0.257    14:30   20.256  101.537    0.000      ***      ***      ***      ***   15.010    19:00   10.720    08:00      *** 2019.000   10.564    14:00      ***    4.459
2019  5 26   17.438   23.297    15:20   11.579    23:50    1.274    0.939    04:30    0.340    16:50   16.222   68.050    0.000      ***      ***      ***      ***   17.350    19:00   13.520    08:00      *** 2019.000    9.702    17:10      ***    3.621
2019  5 27   13.971   20.163    16:30    7.779    04:40    0.957    0.939    04:40    0.262    16:30   10.629   63.679    0.000      ***      ***      ***      ***   16.370    00:00   14.160    10:00      *** 2019.000    8.526    18:10      ***    2.751
2019  5 28    9.855   13.946    11:50    5.765    06:00    0.894    0.981    06:30    0.490    13:00   12.690   77.622   10.922      ***      ***      ***      ***   15.180    18:00   13.340    10:00      *** 2019.000    9.565    11:40      ***    2.450
2019  5 29   11.051   17.446    14:30    4.656    04:50    0.808    0.962    03:20    0.267    14:50   18.149   52.788    0.254      ***      ***      ***      ***   15.810    20:00   12.670    09:00      *** 2019.000    7.330    13:40      ***    3.259
2019  5 30   12.587   20.951    15:30    4.222    05:00    0.818    0.881    05:00    0.241    16:30   21.447   52.288    0.000      ***      ***      ***      ***   17.160    19:00   12.660    09:00      *** 2019.000    6.429    14:40      ***    3.873
2019  5 31   15.364   24.171    13:10    6.558    04:50    0.957    0.863    05:00    0.234    13:40   14.334   48.394    1.270      ***      ***      ***      ***   16.810    17:00   13.770    08:00      *** 2019.000    7.566    14:10      ***    3.266
2019  6  1   15.911   23.615    16:10    8.206    04:40    1.195    0.942    23:40    0.380    16:00   17.723   50.674    0.762      ***      ***      ***      ***   17.770    19:00   14.000    08:00      *** 2019.000    6.821    11:10      ***    3.570
2019  6  2   17.600   25.751    14:20    9.449    05:00    1.311    0.949    03:40    0.353    16:20   15.253   46.727    0.000      ***      ***      ***      ***   18.470    18:00   15.260    09:00      *** 2019.000   10.486    16:10      ***    3.369
2019  6  3   17.848   26.342    12:10    9.354    04:10    1.239    0.911    23:50    0.301    13:40   14.271   49.233    1.778      ***      ***      ***      ***   18.320    17:00   15.360    08:00      *** 2019.000    7.017    14:50      ***    3.361
2019  6  4   18.240   28.053    13:40    8.427    04:40    1.198    0.954    01:50    0.190    13:40   17.768   40.906    0.000      ***      ***      ***      ***   18.950    19:00   15.430    08:00      *** 2019.000    6.292    16:20      ***    3.837
2019  6  5   17.777   25.959    16:00    9.596    05:00    1.280    0.974    19:00    0.284    16:00   17.821   50.310   19.050   19.310    20:00   18.060    23:00   19.600    19:00   16.060    09:00      *** 2019.000    9.251    17:50      ***    3.818
2019  6  6   18.845   27.838    16:10    9.852    05:00    1.340    0.989    05:20    0.243    17:20   20.794   60.571    0.254   22.560    16:00   15.290    07:00   20.060    19:00   16.300    09:00      *** 2019.000    6.703    11:50      ***    4.510
2019  6  7   20.925   30.086    13:40   11.764    04:50    1.315    0.845    03:30    0.218    14:50   18.324   56.614    0.000   24.240    15:00   16.220    07:00   20.920    19:00   17.130    09:00      *** 2019.000   12.877    14:10      ***    4.371
2019  6  8   18.390   27.936    12:20    8.844    23:50    1.211    0.906    17:50    0.240    12:00   14.916   74.462    2.794   24.620    15:00   16.540    07:00   20.860    17:00   17.400    09:00      *** 2019.000   10.447    23:40      ***    4.006
2019  6  9   13.504   18.507    15:50    8.500    00:40    0.818    0.756    23:50    0.301    15:50   21.191   68.608    0.000   23.840    16:00   15.170    07:00   20.320    19:00   16.520    09:00      *** 2019.000    7.605    00:00      ***    3.987
2019  6 10   15.443   25.152    16:40    5.735    04:40    0.933    0.857    04:10    0.208    16:40   21.843   47.044    0.000   25.170    16:00   13.860    07:00   20.930    19:00   15.820    09:00      *** 2019.000    7.174    11:50      ***    4.219
2019  6 11   17.137   24.712    09:40    9.562    04:50    0.895    0.699    20:10    0.217    10:00   12.275   50.440    0.254   21.850    15:00   15.560    07:00   19.840    00:00   17.010    09:00      *** 2019.000    8.585    13:20      ***    3.198
2019  6 12   17.654   24.104    15:40   11.205    05:10    1.175    0.860    05:20    0.304    15:10   21.131   61.732    0.000   26.510    16:00   15.800    07:00   21.800    19:00   16.880    09:00      *** 2019.000    6.782    16:10      ***    4.327
2019  6 13   19.823   29.962    13:40    9.684    04:20    1.215    0.851    04:30    0.200    14:20   17.527   61.029    0.000   27.050    15:00   16.370    07:00   22.370    18:00   17.710    09:00      *** 2019.000    8.722    20:00      ***    4.341
2019  6 14   21.344   27.671    12:40   15.017    03:00    1.230    0.718    03:10    0.251    14:20   12.802   56.647    0.000   26.230    15:00   18.620    06:00   22.390    18:00   19.200    09:00      *** 2019.000   10.780    21:00      ***    3.545
2019  6 15   18.736   25.357    12:00   12.115    04:10    1.202    0.812    04:20    0.300    11:50   17.275   46.275    0.000   27.300    15:00   17.880    07:00   23.280    19:00   18.960    09:00      *** 2019.000    7.174    18:20      ***    3.748
2019  6 16   17.691   23.669    15:10   11.712    03:00    1.375    0.932    23:50    0.427    15:10   10.577   40.847    1.778   22.870    13:00   18.920    06:00   22.190    00:00   19.660    09:00      *** 2019.000    5.429    19:40      ***    2.570
2019  6 17   17.648   22.313    16:00   12.984    22:00    1.478    0.988    22:40    0.476    16:00   10.188   44.691    5.080   22.150    17:00   18.160    07:00   20.580    00:00   18.870    09:00      *** 2019.000    5.096    20:30      ***    2.453
2019  6 18   14.909   19.045    13:20   10.772    23:40    1.350    0.991    23:50    0.602    13:50    8.355   32.266    9.144   21.120    15:00   17.330    06:00   19.860    00:00   18.230    08:00      *** 2019.000    8.291    14:10      ***    1.812
2019  6 19   19.698   28.613    14:30   10.782    00:10    1.375    0.997    02:00    0.201    14:20   17.150   54.609    0.000   24.600    16:00   15.660    07:00   21.310    19:00   16.860    08:00      *** 2019.000    8.350    15:50      ***    4.053
2019  6 20   19.215   26.582    15:00   11.847    04:50    1.439    0.969    16:30    0.323    14:30   15.700   88.652    5.588   25.380    14:00   16.550    07:00   21.610    17:00   17.940    09:00      *** 2019.000    9.232    16:00      ***    4.048
2019  6 21   12.516   15.320    00:40    9.712    23:10    1.118    0.967    23:50    0.573    00:50    3.180   49.828   11.176   19.000    00:00   15.250    23:00   20.000    00:00   16.670    23:00      *** 2019.000    5.645    03:20      ***    0.839
2019  6 22   12.052   17.015    14:00    7.090    04:30    1.098    0.986    06:30    0.574    14:00    9.265   41.060   16.002   19.600    15:00   13.250    07:00   17.310    18:00   14.690    11:00      *** 2019.000    9.584    17:00      ***    1.941
2019  6 23   13.210   20.027    17:00    6.394    04:40    1.033    0.993    04:50    0.368    17:00   16.842   53.900    1.016   19.970    17:00   12.510    07:00   18.040    20:00   14.180    08:00      *** 2019.000   11.917    19:30      ***    3.255
2019  6 24   17.322   27.385    15:30    7.258    04:40    1.087    0.933    04:50    0.167    16:00   19.851   67.120    0.000   22.320    17:00   13.680    07:00   19.800    19:00   15.010    08:00      *** 2019.000   10.506    11:50      ***    4.528
2019  6 25   20.203   28.867    13:50   11.540    05:10    1.124    0.745    05:00    0.205    16:30   15.450   69.366    0.000   22.880    15:00   15.820    07:00   20.410    19:00   16.780    09:00      *** 2019.000    7.977    16:00      ***    4.196
2019  6 26   21.258   32.043    14:20   10.472    05:00    1.181    0.812    05:00    0.123    14:10   17.403   34.090    0.000   24.430    16:00   15.790    07:00   21.580    20:00   16.920    09:00      *** 2019.000    5.410    15:40      ***    3.957
2019  6 27   22.239   32.511    17:30   11.967    04:20    1.207    0.739    02:10    0.162    17:20   14.965   40.873    0.000   23.740    17:00   16.780    06:00   21.120    20:00   17.890    09:00      *** 2019.000    5.606    15:10      ***    3.829
2019  6 28   23.866   34.888    15:10   12.844    04:30    1.266    0.762    04:20    0.093    14:30   21.368   74.396    0.000   28.220    16:00   17.050    07:00   23.800    19:00   18.180    08:00      *** 2019.000   10.114    21:40      ***    5.669
2019  6 29   26.975   34.115    14:20   19.835    06:10    1.298    0.554    23:50    0.175    15:00   17.697   62.063    0.000   28.640    16:00   19.980    07:00   24.760    19:00   20.520    09:00      *** 2019.000    9.780    19:50      ***    4.878
2019  6 30   24.651   34.040    12:20   15.261    05:00    1.545    0.779    05:00    0.217    11:30   13.787   41.069    0.000   30.140    14:00   20.090    07:00   24.960    17:00   21.040    09:00      *** 2019.000    7.330    13:00      ***    3.727
2019  7  1   22.770   28.999    14:30   16.540    23:50    1.606    0.810    23:40    0.349    14:40   14.966   60.940    0.254   30.230    15:00   21.030    07:00   25.600    18:00   21.540    09:00      *** 2019.000    7.624    15:50      ***    3.856
2019  7  2   22.014   29.811    15:40   14.217    04:40    1.599    0.908    05:00    0.301    17:20   18.953   77.400    0.000   28.970    17:00   19.840    07:00   25.110    20:00   21.140    09:00      *** 2019.000    8.428    14:50      ***    4.684
2019  7  3   23.874   32.767    16:20   14.981    04:30    1.509    0.849    04:40    0.170    16:50   20.358   56.343    0.000   32.530    16:00   20.560    07:00   27.200    19:00   21.590    09:00      *** 2019.000    6.370    14:00      ***    4.900
2019  7  4   21.633   27.266    16:30   16.000    23:00    1.918    0.974    21:00    0.509    14:20   12.741   58.759    4.064   27.530    17:00   21.710    07:00   25.930    00:00   22.500    11:00      *** 2019.000   10.506    19:20      ***    3.148
2019  7  5   20.368   26.157    17:30   14.579    05:00    1.790    0.995    22:10    0.501    17:10   18.305   75.030    9.398   28.510    16:00   19.720    07:00   24.710    18:00   21.150    09:00      *** 2019.000   13.779    20:40      ***    4.016
2019  7  6   20.122   26.436    16:40   13.808    03:50    1.704    0.987    04:40    0.459    15:30   13.212   62.312    0.000   24.840    17:00   19.090    07:00   23.410    00:00   20.470    10:00      *** 2019.000    6.978    12:10      ***    3.229
2019  7  7   22.491   30.060    14:10   14.922    05:30    1.555    0.860    04:30    0.282    18:00   17.681   64.457    0.000   29.580    16:00   19.140    07:00   25.150    19:00   20.290    09:00      *** 2019.000    8.154    19:20      ***    4.378
2019  7  8   21.703   28.184    12:00   15.223    05:10    1.624    0.914    13:10    0.337    12:10   14.834   43.974    8.128   28.140    13:00   20.880    07:00   24.390    18:00   21.790    09:00      *** 2019.000    8.526    12:50      ***    3.510
2019  7  9   22.384   32.581    17:10   12.187    04:50    1.329    0.840    04:50    0.142    19:00   21.818   62.013    0.000   29.450    17:00   18.000    07:00   25.210    20:00   19.980    09:00      *** 2019.000    8.310    19:40      ***    5.167
2019  7 10   21.311   28.533    17:10   14.089    05:00    1.352    0.793    03:10    0.274    16:20   21.107   81.349    0.000   30.460    16:00   19.630    07:00   26.120    19:00   21.100    09:00      *** 2019.000    7.468    13:40      ***    5.003
2019  7 11   24.762   35.528    15:30   13.996    05:00    1.517    0.822    05:00    0.150    16:10   19.922   40.524    0.000   33.080    16:00   20.560    07:00   27.810    19:00   21.950    09:00      *** 2019.000    5.900    21:20      ***    4.648
2019  7 12   23.957   32.150    17:00   15.764    05:00    1.342    0.726    04:50    0.176    17:20   11.843   54.969    0.000   28.320    12:00   22.280    07:00   26.670    00:00   23.470    09:00      *** 2019.000   11.799    17:40      ***    3.688
2019  7 13   23.364   32.780    15:10   13.949    04:40    1.510    0.789    04:00    0.262    15:20   14.531   57.925    0.000   29.650    17:00   20.630    07:00   26.490    20:00   22.170    09:00      *** 2019.000   12.760    20:30      ***    4.024
2019  7 14   25.183   33.848    11:40   16.519    05:10    1.565    0.745    04:20    0.231    11:40   14.398   58.868    1.016   31.210    13:00   22.280    07:00   26.970    19:00   23.280    09:00      *** 2019.000   12.681    20:20      ***    4.149
2019  7 15   23.936   32.079    10:30   15.792    05:30    1.634    0.845    05:30    0.254    10:30   11.553   52.611    0.000   28.070    14:00   21.320    07:00   25.740    00:00   22.830    09:00      *** 2019.000    9.212    10:50      ***    3.452
2019  7 16   23.733   32.255    14:50   15.211    05:10    1.688    0.861    05:20    0.288    14:30   15.493   41.025    0.254   30.440    16:00   20.540    07:00   26.410    19:00   22.010    09:00      *** 2019.000    6.880    16:30      ***    3.790
2019  7 17   24.523   33.976    13:40   15.069    04:40    1.582    0.838    01:20    0.190    10:50   15.784   50.625    0.000   31.080    15:00   21.080    07:00   27.320    19:00   22.540    09:00      *** 2019.000    6.625    12:10      ***    4.177
2019  7 18   25.733   36.571    14:50   14.896    05:20    1.327    0.694    00:10    0.108    12:50   20.706   48.129    0.000   35.230    17:00   21.390    07:00   29.500    20:00   23.030    09:00      *** 2019.000    6.684    11:20      ***    4.994
2019  7 19   25.462   36.493    16:00   14.431    05:00    1.242    0.661    03:30    0.101    14:50   21.049   53.779    0.000   36.470    17:00   22.580    07:00   30.660    19:00   24.230    09:00      *** 2019.000    6.566    13:50      ***    5.175
2019  7 20   23.420   29.937    12:10   16.903    23:50    1.682    0.861    18:00    0.305    07:30   12.684   72.307    2.286   31.330    14:00   23.830    07:00   29.150    00:00   25.280    09:00      *** 2019.000   14.837    19:50      ***    3.730
2019  7 21   21.137   27.532    13:10   14.741    05:30    1.785    0.956    22:30    0.467    13:10   13.246   46.871    2.540   29.290    14:00   20.650    07:00   25.820    17:00   22.550    09:00      *** 2019.000    5.704    19:00      ***    3.133
2019  7 22   22.314   27.163    16:20   17.465    05:40    1.737    0.917    04:20    0.371    16:00   12.994   53.306    0.000   28.660    15:00   21.850    08:00   25.610    19:00   22.730    10:00      *** 2019.000    5.625    15:40      ***    3.277
2019  7 23   23.186   31.359    18:00   15.012    05:10    1.748    0.938    04:30    0.292    17:20   19.344   37.658    0.000   32.280    17:00   20.160    07:00   27.370    19:00   21.900    09:00      *** 2019.000    5.194    14:50      ***    4.211
2019  7 24   24.413   33.973    14:10   14.853    05:10    1.764    0.958    16:00    0.195    13:20   15.924   56.718    7.112   33.460    15:00   21.140    07:00   27.860    17:00   22.850    09:00      *** 2019.000    7.585    17:30      ***    4.255
2019  7 25   23.919   29.986    16:30   17.851    23:50    1.657    0.809    23:50    0.307    16:20   10.132   57.008    0.000   26.600    18:00   22.050    07:00   25.560    00:00   23.160    09:00      *** 2019.000    7.017    13:40      ***    3.156
2019  7 26   22.739   31.252    10:40   14.227    05:10    1.602    0.927    04:10    0.232    12:10   10.094   37.579    0.000   26.210    12:00   18.990    07:00   24.130    19:00   21.120    09:00      *** 2019.000    6.037    10:50      ***    2.896
2019  7 27   23.808   29.471    12:30   18.144    03:40    1.642    0.775    15:20    0.338    12:30   10.069   38.868    0.508   26.370    14:00   20.440    07:00   23.860    19:00   21.480    10:00      *** 2019.000    6.233    14:20      ***    2.831
2019  7 28   24.904   33.040    14:10   16.767    03:40    1.645    0.876    03:50    0.168    16:30   18.916   57.007    0.000   32.000    16:00   19.760    07:00   27.100    19:00   21.260    09:00      *** 2019.000    7.428    13:10      ***    4.653
2019  7 29   23.916   33.030    16:20   14.802    04:50    1.374    0.784    23:50    0.142    16:50   20.266   51.608    0.000   34.230    17:00   20.670    07:00   28.740    19:00   22.420    09:00      *** 2019.000    9.055    19:30      ***    4.717
2019  7 30   24.473   33.676    15:20   15.270    05:10    1.694    0.899    05:10    0.204    15:40   14.156   74.543    0.000   30.330    16:00   21.820    07:00   27.380    00:00   23.520    10:00      *** 2019.000   11.486    18:30      ***    4.321
2019  7 31   24.417   32.696    14:40   16.138    04:40    1.613    0.769    03:00    0.285    17:30   15.642   52.749    0.254   32.560    16:00   21.160    07:00   28.000    19:00   22.840    09:00      *** 2019.000   10.643    21:30      ***    4.018
2019  8  1   22.413   28.023    12:10   16.802    04:50    1.685    0.862    23:50    0.381    12:20   10.879   39.454    0.762   27.110    16:00   22.370    08:00   26.800    00:00   23.650    10:00      *** 2019.000   10.094    19:40      ***    2.815
2019  8  2   24.611   33.092    13:10   16.130    05:30    1.825    0.957    05:40    0.223    13:00   16.516   46.952    0.000   32.840    15:00   20.690    07:00   27.660    18:00   22.310    09:00      *** 2019.000    7.546    14:00      ***    4.046
2019  8  3   24.785   33.962    14:40   15.608    04:50    1.542    0.825    05:30    0.161    15:50   18.682   50.020    0.000   33.060    16:00   21.190    07:00   28.280    19:00   23.040    09:00      *** 2019.000    8.310    18:00      ***    4.497
2019  8  4   25.057   32.985    15:50   17.129    04:50    1.693    0.794    05:10    0.271    16:00   12.519   43.378    0.000   30.960    17:00   22.570    07:00   27.730    19:00   24.010    09:00      *** 2019.000    7.566    21:20      ***    3.412
2019  8  5   24.941   31.568    12:00   18.313    05:30    1.675    0.806    01:00    0.255    13:00   15.761   62.014    0.508   32.350    16:00   23.410    07:00   28.520    19:00   24.420    09:00      *** 2019.000    8.056    00:40      ***    4.140
2019  8  6   25.338   35.554    15:00   15.123    05:10    1.738    0.897    05:10    0.177    14:50   17.698   43.092    0.000   32.740    16:00   21.840    07:00   28.490    19:00   23.750    09:00      *** 2019.000    6.233    15:50      ***    4.268
2019  8  7   22.905   29.025    13:50   16.786    05:00    1.641    0.779    03:20    0.396    14:10   10.367   43.315    0.508   29.650    15:00   22.510    07:00   27.140    00:00   24.080    09:00      *** 2019.000    6.331    15:30      ***    2.828
2019  8  8   23.393   28.531    15:40   18.256    01:10    1.913    0.907    23:50    0.422    15:40   11.733   52.064    0.000   29.290    18:00   22.390    07:00   26.600    19:00   23.440    09:00      *** 2019.000    7.840    17:20      ***    3.049
2019  8  9   25.459   34.200    14:20   16.719    05:30    1.901    0.949    06:00    0.218    14:50   16.819   71.578    0.254   34.170    16:00   22.230    07:00   28.980    19:00   23.490    09:00      *** 2019.000    6.958    11:10      ***    4.575
2019  8 10   23.102   28.456    17:30   17.748    09:10    1.657    0.858    09:20    0.314    16:40    6.700   32.088    3.810   26.640    00:00   22.270    23:00   27.410    00:00   23.650    14:00      *** 2019.000    6.135    10:20      ***    1.972
2019  8 11   21.836   27.543    15:10   16.129    04:30    1.516    0.853    06:00    0.306    15:10   10.188   37.303    0.000   25.940    14:00   19.550    07:00   23.940    19:00   21.310    09:00      *** 2019.000    7.252    14:30      ***    2.682
2019  8 12   22.714   31.946    15:20   13.482    04:00    1.521    0.945    03:00    0.156    10:20   17.774   56.248    0.000   31.400    16:00   17.970    07:00   26.490    19:00   20.280    09:00      *** 2019.000    6.703    13:40      ***    4.268
2019  8 13   21.349   29.980    15:00   12.717    05:30    1.304    0.776    22:30    0.250    12:10   18.684   72.184    0.000   31.000    17:00   19.330    07:00   26.750    19:00   21.640    09:00      *** 2019.000    8.408    21:40      ***    4.484
2019  8 14   22.896   31.191    16:20   14.602    05:00    1.673    0.948    05:10    0.250    16:20   15.915   47.678    0.000   31.500    17:00   21.130    07:00   27.550    19:00   22.680    09:00      *** 2019.000    8.310    18:30      ***    3.760
2019  8 15   23.367   33.064    16:20   13.670    05:10    1.557    0.968    05:30    0.115    17:00   16.571   64.414    0.000   30.300    15:00   20.490    07:00   26.670    19:00   22.630    09:00      *** 2019.000    8.722    16:50      ***    4.367
2019  8 16   21.311   28.063    17:50   14.558    04:20    1.405    0.899    03:20    0.209    18:30   15.072   54.054    0.000   31.650    16:00   20.670    07:00   27.190    19:00   22.350    10:00      *** 2019.000   11.878    19:20      ***    3.604
2019  8 17   21.729   30.321    12:00   13.137    05:10    1.253    0.799    05:10    0.164    17:10    8.756   70.222    0.000   24.950    00:00   19.860    07:00   25.950    00:00   22.150    10:00      *** 2019.000   13.838    12:50      ***    3.362
2019  8 18   21.435   29.120    17:30   13.750    03:10    1.563    0.870    04:40    0.354    17:30   14.580   74.204    0.000   29.380    17:00   18.690    05:00   25.210    20:00   20.430    10:00      *** 2019.000    6.350    16:50      ***    3.745
2019  8 19   24.403   35.282    14:10   13.524    03:40    1.386    0.803    00:10    0.103    13:50   16.787   39.659    0.000   32.570    15:00   19.080    07:00   27.440    19:00   21.120    09:00      *** 2019.000    6.174    13:30      ***    3.945
2019  8 20   26.491   36.849    14:20   16.134    05:10    1.507    0.774    23:20    0.097    11:30   16.442   51.589    0.000   31.620    16:00   21.010    07:00   27.240    19:00   22.750    09:00      *** 2019.000    8.722    12:00      ***    4.310
2019  8 21   22.667   26.982    12:50   18.352    03:50    1.697    0.783    23:40    0.450    13:20   11.612   73.974    0.000   31.230    15:00   22.870    08:00   27.080    17:00   23.640    10:00      *** 2019.000    8.585    17:00      ***    3.187
2019  8 22   23.647   30.695    16:40   16.599    06:30    1.492    0.837    05:50    0.184    13:30   13.599   77.969    0.000   30.580    16:00   22.940    07:00   27.400    19:00   23.750    09:00      *** 2019.000   11.956    13:40      ***    4.012
2019  8 23   22.986   30.027    14:50   15.944    05:50    1.361    0.774    23:50    0.195    17:10   12.002   58.570    0.000   30.730    16:00   22.040    07:00   26.840    19:00   23.420    09:00      *** 2019.000   12.975    16:20      ***    3.433
2019  8 24   22.840   31.844    14:20   13.835    05:40    1.481    0.920    06:00    0.145    14:20   16.127   58.258    0.000   32.540    16:00   21.520    07:00   28.000    19:00   23.050    09:00      *** 2019.000    5.508    14:30      ***    4.006
2019  8 25   24.845   35.438    15:10   14.252    05:40    1.351    0.734    01:00    0.127    12:40   16.194   55.525    0.000   33.290    16:00   21.440    07:00   28.630    19:00   23.210    09:00      *** 2019.000    8.761    13:00      ***    4.225
2019  8 26   20.021   25.798    00:10   14.244    05:40    1.057    0.694    05:40    0.209    00:10   16.861   64.758    0.000   32.730    16:00   22.340    07:00   28.470    19:00   23.990    09:00      *** 2019.000   10.016    01:40      ***    3.828
2019  8 27   18.477   23.919    15:30   13.036    01:50    1.126    0.748    01:30    0.311    16:20   16.583   61.684    0.000   32.690    16:00   22.420    07:00   28.250    19:00   23.680    10:00      *** 2019.000    5.723    11:40      ***    3.517
2019  8 28   21.389   32.877    16:40    9.902    05:50    1.285    0.906    04:20    0.103    16:30   17.991   41.454    0.000   33.410    16:00   20.530    07:00   28.560    19:00   22.860    09:00      *** 2019.000    5.998    12:20      ***    3.850
2019  8 29   22.209   32.482    12:10   11.937    05:00    0.988    0.639    05:00    0.099    12:20   15.209   54.527    0.000   29.630    17:00   20.110    07:00   26.780    00:00   22.680    09:00      *** 2019.000    8.114    14:30      ***    3.887
